Fluid,Amount,Empty Container,Empty Container Display Name,Empty Container Item,Filled Container,Filled Container Display Name,Filled Container Item
molecule.butene,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.butene
molecule.calcicpyroxene,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@8,Calcicpyroxene,minechem:minechemMolecule
molecule.calcicpyroxene,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.calcicpyroxene
molecule.calciumcarbonate,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.calciumcarbonate
molecule.calciumcarbonate,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@25,Calcium Carbonate,minechem:minechemMolecule
molecule.calciumoxide,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@24,Calcium Oxide,minechem:minechemMolecule
molecule.calciumoxide,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.calciumoxide
molecule.carbonate,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@15,Carbonate (ion),minechem:minechemMolecule
molecule.carbonate,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.carbonate
molecule.carbondioxide,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@2,Carbon Dioxide,minechem:minechemMolecule
molecule.carbondioxide,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.carbondioxide
molecule.caulerpenyne,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@110,Caulerpenyne,minechem:minechemMolecule
molecule.caulerpenyne,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.caulerpenyne
molecule.cellulose,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@0,Cellulose,minechem:minechemMolecule
molecule.cellulose,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.cellulose
molecule.cesiumhydroxide,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@152,Cesium Hydroxide,minechem:minechemMolecule
molecule.cesiumhydroxide,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.cesiumhydroxide
molecule.chromate,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@19,Chromate (ion),minechem:minechemMolecule
molecule.chromate,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.chromate
molecule.chromite,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@163,Chromite,minechem:minechemMolecule
molecule.chromite,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.chromite
molecule.cocaine,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.cocaine
molecule.cocaine,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@100,Cocaine,minechem:minechemMolecule
molecule.cocainehcl,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@101,Cocaine Hydrochloride,minechem:minechemMolecule
molecule.cocainehcl,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.cocainehcl
molecule.cucurbitacin,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.cucurbitacin
molecule.cucurbitacin,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@40,Cucurbitacin,minechem:minechemMolecule
molecule.cyanide,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.cyanide
molecule.cyanide,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@16,Potassium Cyanide,minechem:minechemMolecule
molecule.cysteine,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@131,Cysteine,minechem:minechemMolecule
molecule.cysteine,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.cysteine
molecule.ddt,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@80,Ddt,minechem:minechemMolecule
molecule.ddt,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.ddt
molecule.dimethyltryptamine,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@172,Dimethyltryptamine,minechem:minechemMolecule
molecule.dimethyltryptamine,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.dimethyltryptamine
molecule.dota,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@81,Dota,minechem:minechemMolecule
molecule.dota,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.dota
molecule.ethanol,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@62,Ethyl Alcohol,minechem:minechemMolecule
molecule.ethanol,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.ethanol
molecule.fibroin,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@117,Fibroin,minechem:minechemMolecule
molecule.fibroin,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.fibroin
molecule.fingolimod,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.fingolimod
molecule.fingolimod,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@74,Fingolimod,minechem:minechemMolecule
molecule.forsterite,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@162,Forsterite,minechem:minechemMolecule
molecule.forsterite,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.forsterite
molecule.franciumhydroxide,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@153,Francium Hydroxide,minechem:minechemMolecule
molecule.franciumhydroxide,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.franciumhydroxide
molecule.fullrene,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.fullrene
molecule.fullrene,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@69,Carbon Nanotubes,minechem:minechemMolecule
molecule.gallicacid,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@112,Gallic Acid,minechem:minechemMolecule
molecule.gallicacid,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.gallicacid
molecule.galliumarsenide,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@116,Gallium Arsenide,minechem:minechemMolecule
molecule.galliumarsenide,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.galliumarsenide
molecule.galliumoxide,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.galliumoxide
molecule.galliumoxide,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@166,Gallium Oxide,minechem:minechemMolecule
molecule.glucose,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.glucose
molecule.glucose,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@113,Glucose,minechem:minechemMolecule
molecule.glutamates,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@144,Glutamic Acid,minechem:minechemMolecule
molecule.glutamates,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.glutamates
molecule.glutamine,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@138,Glutamine,minechem:minechemMolecule
molecule.glutamine,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.glutamine
molecule.glycine,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.glycine
molecule.glycine,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@44,Glycine,minechem:minechemMolecule
molecule.glyphosate,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@78,Glyphosate,minechem:minechemMolecule
molecule.glyphosate,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.glyphosate
molecule.greenpigment,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@57,Zinc Green,minechem:minechemMolecule
molecule.greenpigment,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.greenpigment
molecule.hcl,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@99,Hydrogen Chloride,minechem:minechemMolecule
molecule.hcl,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.hcl
molecule.hist,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@93,Diphenhydramine,minechem:minechemMolecule
molecule.hist,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.hist
molecule.histidine,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@136,Histidine,minechem:minechemMolecule
molecule.histidine,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.histidine
molecule.hperox,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@115,Hydrogen Peroxide,minechem:minechemMolecule
molecule.hperox,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.hperox
molecule.hydrogensulfide,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@169,Hydrogen Sulfide,minechem:minechemMolecule
molecule.hydrogensulfide,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.hydrogensulfide
molecule.hydronium,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.hydronium
molecule.hydronium,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@22,Hydronium (ion),minechem:minechemMolecule
molecule.hydroxide,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@20,Hydroxide (ion),minechem:minechemMolecule
molecule.hydroxide,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.hydroxide
molecule.hydroxylapatite,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@42,Hydroxylapatite,minechem:minechemMolecule
molecule.hydroxylapatite,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.hydroxylapatite
molecule.hypophosphite,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@154,Hypophosphite,minechem:minechemMolecule
molecule.hypophosphite,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.hypophosphite
molecule.iron3oxide,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@36,Iron (iii) Oxide,minechem:minechemMolecule
molecule.iron3oxide,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.iron3oxide
molecule.ironoxide,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@165,Iron Oxide,minechem:minechemMolecule
molecule.ironoxide,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.ironoxide
molecule.isoleucine,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@143,Isoleucine,minechem:minechemMolecule
molecule.isoleucine,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.isoleucine
molecule.isoprene,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@28,Isoprene,minechem:minechemMolecule
molecule.isoprene,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.isoprene
molecule.kaolinite,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@73,Kaolinite,minechem:minechemMolecule
molecule.kaolinite,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.kaolinite
molecule.keratin,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.keratin
molecule.keratin,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@146,Keratin,minechem:minechemMolecule
molecule.latropine,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@111,Hyoscyamine,minechem:minechemMolecule
molecule.latropine,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.latropine
molecule.lazurite,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.lazurite
molecule.lazurite,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@27,Lazurite,minechem:minechemMolecule
molecule.lcd,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@108,Cholesteryl Benzoate,minechem:minechemMolecule
molecule.lcd,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.lcd
molecule.leucine,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.leucine
molecule.leucine,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@140,Leucine,minechem:minechemMolecule
molecule.lightbluepigment,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@55,Copper(ii) Sulfate,minechem:minechemMolecule
molecule.lightbluepigment,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.lightbluepigment
molecule.limepigment,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@54,Nickel(ii) Chloride,minechem:minechemMolecule
molecule.limepigment,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.limepigment
molecule.lithiumhydroxide,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.lithiumhydroxide
molecule.lithiumhydroxide,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@148,Lithium Hydroxide,minechem:minechemMolecule
molecule.lysine,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.lysine
molecule.lysine,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@133,Lysine,minechem:minechemMolecule
molecule.magnesiumcarbonate,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.magnesiumcarbonate
molecule.magnesiumcarbonate,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@26,Magnesium Carbonate,minechem:minechemMolecule
molecule.magnesiumoxide,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@39,Magnesium Oxide,minechem:minechemMolecule
molecule.magnesiumoxide,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.magnesiumoxide
molecule.magnetite,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@38,Magnetite,minechem:minechemMolecule
molecule.magnetite,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.magnetite
molecule.malicacid,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@31,Malic Acid,minechem:minechemMolecule
molecule.malicacid,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.malicacid
molecule.memethacrylate,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.memethacrylate
molecule.memethacrylate,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@49,Methyl Methacrylate,minechem:minechemMolecule
molecule.meoh,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@107,Methyl Alcohol,minechem:minechemMolecule
molecule.meoh,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.meoh
molecule.mescaline,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.mescaline
molecule.mescaline,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@46,Mescaline,minechem:minechemMolecule
molecule.metasilicate,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.metasilicate
molecule.metasilicate,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@60,Metasilicate,minechem:minechemMolecule
molecule.metblue,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@106,Methylene Blue,minechem:minechemMolecule
molecule.metblue,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.metblue
molecule.methamphetamine,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@34,Methamphetamine,minechem:minechemMolecule
molecule.methamphetamine,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.methamphetamine
molecule.methionine,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@134,Methionine,minechem:minechemMolecule
molecule.methionine,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.methionine
molecule.methyl,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@47,Methyl (ion),minechem:minechemMolecule
molecule.methyl,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.methyl
molecule.methylene,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.methylene
molecule.methylene,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@48,Methylene (ion),minechem:minechemMolecule
molecule.mt,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@88,Methylcyclopentadienyl Manganese Tricarbonyl,minechem:minechemMolecule
molecule.mt,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.mt
molecule.mycotoxin,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.mycotoxin
molecule.mycotoxin,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@82,T-2 Mycotoxin,minechem:minechemMolecule
molecule.nepheline,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@10,Nepheline,minechem:minechemMolecule
molecule.nepheline,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.nepheline
molecule.nitrate,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@14,Nitrate (ion),minechem:minechemMolecule
molecule.nitrate,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.nitrate
molecule.nitrogendioxide,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@3,Nitrogen Dioxide,minechem:minechemMolecule
molecule.nitrogendioxide,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.nitrogendioxide
molecule.nodularin,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.nodularin
molecule.nodularin,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@85,Nodularin,minechem:minechemMolecule
molecule.noselite,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@12,Noselite,minechem:minechemMolecule
molecule.noselite,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.noselite
molecule.oleicacid,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@173,Oleic Acid,minechem:minechemMolecule
molecule.oleicacid,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.oleicacid
molecule.olivine,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@105,Olivine,minechem:minechemMolecule
molecule.olivine,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.olivine
molecule.omphacite,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@156,Omphacite,minechem:minechemMolecule
molecule.omphacite,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.omphacite
molecule.orangepigment,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@52,Potassium Dichromate,minechem:minechemMolecule
molecule.orangepigment,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.orangepigment
molecule.orthoclase,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.orthoclase
molecule.orthoclase,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@123,Orthoclase,minechem:minechemMolecule
molecule.pal2,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@94,Batrachotoxin,minechem:minechemMolecule
molecule.pal2,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.pal2
molecule.pantherine,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.pantherine
molecule.pantherine,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@67,Pantherine,minechem:minechemMolecule
molecule.penicillin,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@71,Penicillin,minechem:minechemMolecule
molecule.penicillin,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.penicillin
molecule.peridot,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.peridot
molecule.peridot,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@128,Peridot,minechem:minechemMolecule
molecule.peroxide,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.minechemBucket@0,Chemical Bucket,minechem:minechemBucket.molecule.molecule.peroxide
molecule.peroxide,125,1xitem.itemElement@0,Empty Tube,minechem:minechemElement,1xitem.itemMolecule@23,Peroxide (ion),minechem:minechemMolecule
