Ore Name,ItemStack,Item ID,Display Name,Wildcard
dustAerotheum,1xitem.thermalfoundation.material@514,ThermalFoundation:material,Aerotheum Dust,false
dustAluminium,1xitem.tconstruct.Materials@40,TConstruct:materials,Aluminum Dust,false
dustAluminiumBrass,1xitem.tconstruct.Materials@42,TConstruct:materials,Aluminum Brass Dust,false
dustAluminum,1xitem.tconstruct.Materials@40,TConstruct:materials,Aluminum Dust,false
dustAluminumBrass,1xitem.tconstruct.Materials@42,TConstruct:materials,Aluminum Brass Dust,false
dustArdite,1xitem.tconstruct.Materials@38,TConstruct:materials,Ardite Dust,false
dustAsh,1xitem.for.ash@0,Forestry:ash,Ash,false
dustBasalz,1xitem.thermalfoundation.material@1029,ThermalFoundation:material,Basalz Powder,false
dustBlitz,1xitem.thermalfoundation.material@1027,ThermalFoundation:material,Blitz Powder,false
dustBlizz,1xitem.thermalfoundation.material@1025,ThermalFoundation:material,Blizz Powder,false
dustBlutonium,1xitem.ingot@7,BigReactors:BRIngot,Blutonium Dust,false
dustBronze,1xitem.thermalfoundation.material@41,ThermalFoundation:material,Bronze Blend,false
dustCertusQuartz,1xitem.appliedenergistics2.ItemMaterial@2,appliedenergistics2:item.ItemMultiMaterial,Certus Quartz Dust,false
dustCharcoal,1xitem.thermalfoundation.material@3,ThermalFoundation:material,Pulverized Charcoal,false
dustCharcoal,1xitem.railcraft.dust@3,Railcraft:dust,Charcoal Dust,false
dustCoal,1xitem.thermalfoundation.material@2,ThermalFoundation:material,Pulverized Coal,false
dustCoal,1xitem.itemPowderIngot@0,EnderIO:itemPowderIngot,Coal Powder,false
dustCobalt,1xitem.tconstruct.Materials@39,TConstruct:materials,Cobalt Dust,false
dustCopper,1xitem.thermalfoundation.material@32,ThermalFoundation:material,Pulverized Copper,false
dustCopper,1xitem.null@3,Mekanism:Dust,Copper Dust,false
dustCopper,1xitem.itemPowderIngot@3,EnderIO:itemPowderIngot,Copper Powder,false
dustCryotheum,1xitem.thermalfoundation.material@513,ThermalFoundation:material,Cryotheum Dust,false
dustCyanite,1xitem.ingot@5,BigReactors:BRIngot,Cyanite Dust,false
dustDiamond,1xitem.null@0,Mekanism:OtherDust,Diamond Dust,false
dustDirtyAluminium,1xitem.aobd.dustDirtyAluminium@0,aobd:dustDirtyAluminium,Dirty Aluminium Dust,false
dustDirtyArdite,1xitem.aobd.dustDirtyArdite@0,aobd:dustDirtyArdite,Dirty Ardite Dust,false
dustDirtyCobalt,1xitem.aobd.dustDirtyCobalt@0,aobd:dustDirtyCobalt,Dirty Cobalt Dust,false
dustDirtyCopper,1xitem.null@3,Mekanism:DirtyDust,Dirty Copper Dust,false
dustDirtyGold,1xitem.null@1,Mekanism:DirtyDust,Dirty Gold Dust,false
dustDirtyIron,1xitem.null@0,Mekanism:DirtyDust,Dirty Iron Dust,false
dustDirtyLead,1xitem.null@6,Mekanism:DirtyDust,Dirty Lead Dust,false
dustDirtyMithril,1xitem.aobd.dustDirtyMithril@0,aobd:dustDirtyMithril,Dirty Mithril Dust,false
dustDirtyNickel,1xitem.aobd.dustDirtyNickel@0,aobd:dustDirtyNickel,Dirty Nickel Dust,false
dustDirtyOsmium,1xitem.null@2,Mekanism:DirtyDust,Dirty Osmium Dust,false
dustDirtyPlatinum,1xitem.aobd.dustDirtyPlatinum@0,aobd:dustDirtyPlatinum,Dirty Platinum Dust,false
dustDirtySilver,1xitem.null@5,Mekanism:DirtyDust,Dirty Silver Dust,false
dustDirtyTin,1xitem.null@4,Mekanism:DirtyDust,Dirty Tin Dust,false
dustDirtyYellorium,1xitem.aobd.dustDirtyYellorium@0,aobd:dustDirtyYellorium,Dirty Yellorium Dust,false
dustElectrum,1xitem.thermalfoundation.material@39,ThermalFoundation:material,Electrum Blend,false
dustElectrumFlux,1xitem.redstonearsenal.material@0,RedstoneArsenal:material,Fluxed Electrum Blend,false
dustEnder,1xitem.appliedenergistics2.ItemMaterial@46,appliedenergistics2:item.ItemMultiMaterial,Ender Dust,false
dustEnderPearl,1xitem.appliedenergistics2.ItemMaterial@46,appliedenergistics2:item.ItemMultiMaterial,Ender Dust,false
dustEnderPearl,1xitem.itemPowderIngot@5,EnderIO:itemPowderIngot,Ender Pearl Powder,false
dustEnderium,1xitem.thermalfoundation.material@44,ThermalFoundation:material,Enderium Blend,false
dustFluix,1xitem.appliedenergistics2.ItemMaterial@8,appliedenergistics2:item.ItemMultiMaterial,Fluix Dust,false
dustGlowstone,1xitem.yellowDust@0,minecraft:glowstone_dust,Glowstone Dust,false
dustGold,1xitem.thermalfoundation.material@1,ThermalFoundation:material,Pulverized Gold,false
dustGold,1xitem.itemPowderIngot@2,EnderIO:itemPowderIngot,Gold Powder,false
dustGold,1xitem.null@1,Mekanism:Dust,Gold Dust,false
dustGraphite,1xitem.ingot@6,BigReactors:BRIngot,Graphite Dust,false
dustInvar,1xitem.thermalfoundation.material@40,ThermalFoundation:material,Invar Blend,false
dustIron,1xitem.thermalfoundation.material@0,ThermalFoundation:material,Pulverized Iron,false
dustIron,1xitem.itemPowderIngot@1,EnderIO:itemPowderIngot,Iron Powder,false
dustIron,1xitem.null@0,Mekanism:Dust,Iron Dust,false
dustLead,1xitem.thermalfoundation.material@35,ThermalFoundation:material,Pulverized Lead,false
dustLead,1xitem.null@2,Mekanism:OtherDust,Lead Dust,false
dustLead,1xitem.null@6,Mekanism:Dust,Lead Dust,false
dustLithium,1xitem.null@4,Mekanism:OtherDust,Lithium Dust,false
dustLudicrite,1xitem.ingot@9,BigReactors:BRIngot,Ludicrite Dust,false
dustLumium,1xitem.thermalfoundation.material@43,ThermalFoundation:material,Lumium Blend,false
dustManyullyn,1xitem.tconstruct.Materials@41,TConstruct:materials,Manyullyn Dust,false
dustMithril,1xitem.thermalfoundation.material@38,ThermalFoundation:material,Pulverized Mana Infused Metal,false
dustNetherQuartz,1xitem.appliedenergistics2.ItemMaterial@3,appliedenergistics2:item.ItemMultiMaterial,Nether Quartz Dust,false
dustNickel,1xitem.thermalfoundation.material@36,ThermalFoundation:material,Pulverized Ferrous Metal,false
dustObsidian,1xitem.thermalfoundation.material@4,ThermalFoundation:material,Pulverized Obsidian,false
dustObsidian,1xitem.railcraft.dust@0,Railcraft:dust,Obsidian Dust,false
dustObsidian,1xitem.itemPowderIngot@7,EnderIO:itemPowderIngot,Obsidian Powder,false
dustObsidian,1xitem.null@6,Mekanism:OtherDust,Obsidian Dust,false
dustOsmium,1xitem.null@2,Mekanism:Dust,Osmium Dust,false
dustPetrotheum,1xitem.thermalfoundation.material@515,ThermalFoundation:material,Petrotheum Dust,false
dustPlastic,1xitem.mfr.plastic.raw@0,MineFactoryReloaded:plastic.raw,Raw Plastic,false
dustPlatinum,1xitem.thermalfoundation.material@37,ThermalFoundation:material,Pulverized Shiny Metal,false
dustPlutonium,1xitem.ingot@7,BigReactors:BRIngot,Blutonium Dust,false
dustPyrotheum,1xitem.thermalfoundation.material@512,ThermalFoundation:material,Pyrotheum Dust,false
dustRedstone,1xitem.redstone@0,minecraft:redstone,Redstone,false
dustRefinedObsidian,1xitem.null@5,Mekanism:OtherDust,Refined Obsidian Dust,false
dustSalt,1xitem.Salt@0,Mekanism:Salt,Salt,false
dustSaltpeter,1xitem.thermalfoundation.material@17,ThermalFoundation:material,Niter,false
dustSaltpeter,1xitem.railcraft.dust@2,Railcraft:dust,Saltpeter,false
dustSignalum,1xitem.thermalfoundation.material@42,ThermalFoundation:material,Signalum Blend,false
dustSilver,1xitem.thermalfoundation.material@34,ThermalFoundation:material,Pulverized Silver,false
dustSilver,1xitem.null@5,Mekanism:Dust,Silver Dust,false
dustSteel,1xitem.null@1,Mekanism:OtherDust,Steel Dust,false
dustSulfur,1xitem.thermalfoundation.material@16,ThermalFoundation:material,Sulfur,false
dustSulfur,1xitem.railcraft.dust@1,Railcraft:dust,Sulfur,false
dustSulfur,1xitem.null@3,Mekanism:OtherDust,Sulfur Dust,false
dustTin,1xitem.thermalfoundation.material@33,ThermalFoundation:material,Pulverized Tin,false
dustTin,1xitem.null@4,Mekanism:Dust,Tin Dust,false
dustTin,1xitem.itemPowderIngot@4,EnderIO:itemPowderIngot,Tin Powder,false
dustUranium,1xitem.ingot@4,BigReactors:BRIngot,Yellorium Dust,false
dustWheat,1xitem.appliedenergistics2.ItemMaterial@4,appliedenergistics2:item.ItemMultiMaterial,Flour,false
dustWood,1xitem.thermalexpansion.material@512,ThermalExpansion:material,Sawdust,false
dustWood,1xitem.Sawdust@0,Mekanism:Sawdust,Sawdust,false
dustYellorium,1xitem.ingot@4,BigReactors:BRIngot,Yellorium Dust,false
dye,1xitem.dyePowder@32767,minecraft:dye,(wildcard),true
dyeBlack,1xitem.dyePowder@0,minecraft:dye,Ink Sac,false
dyeBlack,1xitem.misc@9,BiomesOPlenty:misc,Black Dye,false
dyeBlack,1xitem.dye@15,Botania:dye,Floral Black Powder,false
dyeBlue,1xitem.dyePowder@4,minecraft:dye,Lapis Lazuli,false
dyeBlue,1xitem.misc@5,BiomesOPlenty:misc,Blue Dye,false
dyeBlue,1xitem.dye@11,Botania:dye,Floral Blue Powder,false
dyeBrown,1xitem.dyePowder@3,minecraft:dye,Cocoa Beans,false
dyeBrown,1xitem.misc@6,BiomesOPlenty:misc,Brown Dye,false
dyeBrown,1xitem.dye@12,Botania:dye,Floral Brown Powder,false
dyeBrown,1xitem.mfr.fertilizer@0,MineFactoryReloaded:fertilizer,Industrial Fertilizer,false
dyeCeramicBlack,1xitem.mfr.ceramicdye@15,MineFactoryReloaded:ceramicdye,Ceramic Dye (Black),false
dyeCeramicBlue,1xitem.mfr.ceramicdye@11,MineFactoryReloaded:ceramicdye,Ceramic Dye (Blue),false
dyeCeramicBrown,1xitem.mfr.ceramicdye@12,MineFactoryReloaded:ceramicdye,Ceramic Dye (Brown),false
dyeCeramicCyan,1xitem.mfr.ceramicdye@9,MineFactoryReloaded:ceramicdye,Ceramic Dye (Cyan),false
dyeCeramicGray,1xitem.mfr.ceramicdye@7,MineFactoryReloaded:ceramicdye,Ceramic Dye (Gray),false
dyeCeramicGreen,1xitem.mfr.ceramicdye@13,MineFactoryReloaded:ceramicdye,Ceramic Dye (Green),false
dyeCeramicLightBlue,1xitem.mfr.ceramicdye@3,MineFactoryReloaded:ceramicdye,Ceramic Dye (Light Blue),false
dyeCeramicLightGray,1xitem.mfr.ceramicdye@8,MineFactoryReloaded:ceramicdye,Ceramic Dye (Light Gray),false
dyeCeramicLime,1xitem.mfr.ceramicdye@5,MineFactoryReloaded:ceramicdye,Ceramic Dye (Lime),false
dyeCeramicMagenta,1xitem.mfr.ceramicdye@2,MineFactoryReloaded:ceramicdye,Ceramic Dye (Magenta),false
dyeCeramicOrange,1xitem.mfr.ceramicdye@1,MineFactoryReloaded:ceramicdye,Ceramic Dye (Orange),false
dyeCeramicPink,1xitem.mfr.ceramicdye@6,MineFactoryReloaded:ceramicdye,Ceramic Dye (Pink),false
dyeCeramicPurple,1xitem.mfr.ceramicdye@10,MineFactoryReloaded:ceramicdye,Ceramic Dye (Purple),false
dyeCeramicRed,1xitem.mfr.ceramicdye@14,MineFactoryReloaded:ceramicdye,Ceramic Dye (Red),false
dyeCeramicWhite,1xitem.mfr.ceramicdye@0,MineFactoryReloaded:ceramicdye,Ceramic Dye (White),false
dyeCeramicYellow,1xitem.mfr.ceramicdye@4,MineFactoryReloaded:ceramicdye,Ceramic Dye (Yellow),false
dyeCyan,1xitem.dyePowder@6,minecraft:dye,Cyan Dye,false
dyeCyan,1xitem.dye@9,Botania:dye,Floral Cyan Powder,false
dyeGray,1xitem.dyePowder@8,minecraft:dye,Gray Dye,false
dyeGray,1xitem.dye@7,Botania:dye,Floral Gray Powder,false
dyeGreen,1xitem.dyePowder@2,minecraft:dye,Cactus Green,false
dyeGreen,1xitem.misc@7,BiomesOPlenty:misc,Green Dye,false
dyeGreen,1xitem.dye@13,Botania:dye,Floral Green Powder,false
dyeLightBlue,1xitem.dyePowder@12,minecraft:dye,Light Blue Dye,false
dyeLightBlue,1xitem.dye@3,Botania:dye,Floral Light Blue Powder,false
dyeLightGray,1xitem.dyePowder@7,minecraft:dye,Light Gray Dye,false
dyeLightGray,1xitem.dye@8,Botania:dye,Floral Light Gray Powder,false
dyeLime,1xitem.dyePowder@10,minecraft:dye,Lime Dye,false
dyeLime,1xitem.dye@5,Botania:dye,Floral Lime Powder,false
dyeMagenta,1xitem.dyePowder@13,minecraft:dye,Magenta Dye,false
dyeMagenta,1xitem.dye@2,Botania:dye,Floral Magenta Powder,false
dyeOrange,1xitem.dyePowder@14,minecraft:dye,Orange Dye,false
dyeOrange,1xitem.dye@1,Botania:dye,Floral Orange Powder,false
dyePink,1xitem.dyePowder@9,minecraft:dye,Pink Dye,false
dyePink,1xitem.dye@6,Botania:dye,Floral Pink Powder,false
dyePurple,1xitem.dyePowder@5,minecraft:dye,Purple Dye,false
dyePurple,1xitem.dye@10,Botania:dye,Floral Purple Powder,false
dyeRed,1xitem.dyePowder@1,minecraft:dye,Rose Red,false
dyeRed,1xitem.dye@14,Botania:dye,Floral Red Powder,false
dyeWhite,1xitem.dyePowder@15,minecraft:dye,Bone Meal,false
dyeWhite,1xitem.misc@8,BiomesOPlenty:misc,White Dye,false
dyeWhite,1xitem.dye@0,Botania:dye,Floral White Powder,false
dyeYellow,1xitem.dyePowder@11,minecraft:dye,Dandelion Yellow,false
dyeYellow,1xitem.dye@4,Botania:dye,Floral Yellow Powder,false
elvenDragonstone,1xitem.manaResource@9,Botania:manaResource,Dragonstone,false
elvenPixieDust,1xitem.manaResource@8,Botania:manaResource,Pixie Dust,false
eternalLifeEssence,1xitem.manaResource@5,Botania:manaResource,Gaia Spirit,false
fenceWood,1xtile.for.fences@32767,Forestry:fences,(wildcard),true
fenceWood,1xtile.for.fences2@32767,Forestry:fences2,(wildcard),true
fertilizer,1xitem.mfr.fertilizer@0,MineFactoryReloaded:fertilizer,Industrial Fertilizer,false
fertilizer,1xitem.thermalexpansion.material@516,ThermalExpansion:material,Phyto-Gro,false
fertilizer,1xitem.thermalexpansion.material@517,ThermalExpansion:material,Rich Phyto-Gro,false
fertilizerOrganic,1xitem.mfr.fertilizer@0,MineFactoryReloaded:fertilizer,Industrial Fertilizer,false
fertilizerRich,1xitem.thermalexpansion.material@517,ThermalExpansion:material,Rich Phyto-Gro,false
flintRod,1xitem.tconstruct.ToolRod@3,TConstruct:toolRod,Flint Tool Rod,false
foodAmbrosia,1xitem.food@10,BiomesOPlenty:food,Ambrosia,false
foodBowlofrice,1xitem.food@13,BiomesOPlenty:food,Bowl of Rice,false
foodFilledhoneycomb,1xitem.food@9,BiomesOPlenty:food,Filled Honeycomb,false
foodFruitsalad,1xitem.food@4,BiomesOPlenty:food,Fruit Salad,false
foodMushroompowder,1xitem.food@1,BiomesOPlenty:food,Shroom Powder,false
foodMushroomsalad,1xitem.food@6,BiomesOPlenty:food,Shroom Salad,false
foodVeggiesalad,1xitem.food@5,BiomesOPlenty:food,Veggie Salad,false
fuelCoke,1xitem.railcraft.fuel.coke@0,Railcraft:fuel.coke,Coal Coke,false
gaiaIngot,1xitem.manaResource@14,Botania:manaResource,Gaia Spirit Ingot,false
gearBronze,1xitem.thermalfoundation.material@137,ThermalFoundation:material,Bronze Gear,false
gearBronze,1xitem.for.gearBronze@0,Forestry:gearBronze,Bronze Gear,false
gearCopper,1xitem.thermalfoundation.material@128,ThermalFoundation:material,Copper Gear,false
gearCopper,1xitem.for.gearCopper@0,Forestry:gearCopper,Copper Gear,false
gearDiamond,1xitem.diamondGearItem@0,BuildCraft|Core:diamondGearItem,Diamond Gear,false
gearElectrum,1xitem.thermalfoundation.material@135,ThermalFoundation:material,Electrum Gear,false
gearEnderium,1xitem.thermalfoundation.material@140,ThermalFoundation:material,Enderium Gear,false
gearGold,1xitem.thermalfoundation.material@13,ThermalFoundation:material,Gold Gear,false
gearGold,1xitem.goldGearItem@0,BuildCraft|Core:goldGearItem,Gold Gear,false
gearInvar,1xitem.thermalfoundation.material@136,ThermalFoundation:material,Invar Gear,false
gearIron,1xitem.thermalfoundation.material@12,ThermalFoundation:material,Iron Gear,false
gearIron,1xitem.ironGearItem@0,BuildCraft|Core:ironGearItem,Iron Gear,false
gearIron,1xitem.railcraft.part.gear@1,Railcraft:part.gear,Iron Gear,false
gearLead,1xitem.thermalfoundation.material@131,ThermalFoundation:material,Lead Gear,false
gearLumium,1xitem.thermalfoundation.material@139,ThermalFoundation:material,Lumium Gear,false
gearMithril,1xitem.thermalfoundation.material@134,ThermalFoundation:material,Mana Infused Gear,false
gearNickel,1xitem.thermalfoundation.material@132,ThermalFoundation:material,Ferrous Gear,false
gearPlatinum,1xitem.thermalfoundation.material@133,ThermalFoundation:material,Shiny Gear,false
gearSignalum,1xitem.thermalfoundation.material@138,ThermalFoundation:material,Signalum Gear,false
gearSilver,1xitem.thermalfoundation.material@130,ThermalFoundation:material,Silver Gear,false
gearStone,1xitem.stoneGearItem@0,BuildCraft|Core:stoneGearItem,Stone Gear,false
gearStone,1xitem.itemMachinePart@1,EnderIO:itemMachinePart,Basic Gear,false
gearTin,1xitem.thermalfoundation.material@129,ThermalFoundation:material,Tin Gear,false
gearTin,1xitem.for.gearTin@0,Forestry:gearTin,Tin Gear,false
gearWood,1xitem.woodenGearItem@0,BuildCraft|Core:woodenGearItem,Wood Gear,false
gemAmber,1xitem.gems@7,BiomesOPlenty:gems,Amber,false
gemAmber,1xitem.ItemResource@6,Thaumcraft:ItemResource,Amber,false
gemApatite,1xitem.for.apatite@0,Forestry:apatite,Apatite,false
gemCrystalFlux,1xitem.redstonearsenal.material@96,RedstoneArsenal:material,Flux Crystal,false
gemDiamond,1xitem.diamond@0,minecraft:diamond,Diamond,false
gemEmerald,1xitem.emerald@0,minecraft:emerald,Emerald,false
gemLapis,1xitem.dyePowder@4,minecraft:dye,Lapis Lazuli,false
gemMalachite,1xitem.gems@5,BiomesOPlenty:gems,Malachite,false
gemPeridot,1xitem.gems@2,BiomesOPlenty:gems,Peridot,false
gemQuartz,1xitem.netherquartz@0,minecraft:quartz,Nether Quartz,false
gemRuby,1xitem.gems@1,BiomesOPlenty:gems,Ruby,false
gemSapphire,1xitem.gems@6,BiomesOPlenty:gems,Sapphire,false
gemTanzanite,1xitem.gems@4,BiomesOPlenty:gems,Tanzanite,false
gemTopaz,1xitem.gems@3,BiomesOPlenty:gems,Topaz,false
glass,1xtile.glass@0,minecraft:glass,Glass,false
glass,1xtile.blockFusedQuartz@1,EnderIO:blockFusedQuartz,Quite Clear Glass,false
glassBlack,1xtile.GlassBlock.StainedClear@15,TConstruct:GlassBlock.StainedClear,Black Stained Glass,false
glassBlue,1xtile.GlassBlock.StainedClear@11,TConstruct:GlassBlock.StainedClear,Blue Stained Glass,false
glassBrown,1xtile.GlassBlock.StainedClear@12,TConstruct:GlassBlock.StainedClear,Brown Stained Glass,false
glassCyan,1xtile.GlassBlock.StainedClear@9,TConstruct:GlassBlock.StainedClear,Cyan Stained Glass,false
glassGray,1xtile.GlassBlock.StainedClear@7,TConstruct:GlassBlock.StainedClear,Gray Stained Glass,false
glassGreen,1xtile.GlassBlock.StainedClear@13,TConstruct:GlassBlock.StainedClear,Green Stained Glass,false
glassLightBlue,1xtile.GlassBlock.StainedClear@3,TConstruct:GlassBlock.StainedClear,Light Blue Stained Glass,false
glassLightGray,1xtile.GlassBlock.StainedClear@8,TConstruct:GlassBlock.StainedClear,Light Gray Stained Glass,false
glassLime,1xtile.GlassBlock.StainedClear@5,TConstruct:GlassBlock.StainedClear,Lime Stained Glass,false
glassMagenta,1xtile.GlassBlock.StainedClear@2,TConstruct:GlassBlock.StainedClear,Magenta Stained Glass,false
glassOrange,1xtile.GlassBlock.StainedClear@1,TConstruct:GlassBlock.StainedClear,Orange Stained Glass,false
glassPink,1xtile.GlassBlock.StainedClear@6,TConstruct:GlassBlock.StainedClear,Pink Stained Glass,false
glassPurple,1xtile.GlassBlock.StainedClear@10,TConstruct:GlassBlock.StainedClear,Purple Stained Glass,false
glassReactor,1xtile.brMultiblockGlass.0@0,BigReactors:BRMultiblockGlass,Reactor Glass,false
glassRed,1xtile.GlassBlock.StainedClear@14,TConstruct:GlassBlock.StainedClear,Red Stained Glass,false
glassTurbine,1xtile.brMultiblockGlass.0@1,BigReactors:BRMultiblockGlass,Turbine Glass,false
glassWhite,1xtile.GlassBlock.StainedClear@0,TConstruct:GlassBlock.StainedClear,White Stained Glass,false
glassYellow,1xtile.GlassBlock.StainedClear@4,TConstruct:GlassBlock.StainedClear,Yellow Stained Glass,false
glowstone,1xtile.lightgem@0,minecraft:glowstone,Glowstone,false
glowstone,1xtile.extrautils:color_lightgem@0,ExtraUtilities:color_lightgem,Colored Glowstone (White Frequency),false
glowstone,1xtile.extrautils:color_lightgem@1,ExtraUtilities:color_lightgem,Colored Glowstone (Orange Frequency),false
glowstone,1xtile.extrautils:color_lightgem@2,ExtraUtilities:color_lightgem,Colored Glowstone (Magenta Frequency),false
glowstone,1xtile.extrautils:color_lightgem@3,ExtraUtilities:color_lightgem,Colored Glowstone (Light Blue Frequency),false
glowstone,1xtile.extrautils:color_lightgem@4,ExtraUtilities:color_lightgem,Colored Glowstone (Yellow Frequency),false
glowstone,1xtile.extrautils:color_lightgem@5,ExtraUtilities:color_lightgem,Colored Glowstone (Lime Frequency),false
glowstone,1xtile.extrautils:color_lightgem@6,ExtraUtilities:color_lightgem,Colored Glowstone (Pink Frequency),false
glowstone,1xtile.extrautils:color_lightgem@7,ExtraUtilities:color_lightgem,Colored Glowstone (Gray Frequency),false
glowstone,1xtile.extrautils:color_lightgem@8,ExtraUtilities:color_lightgem,Colored Glowstone (Light Gray Frequency),false
glowstone,1xtile.extrautils:color_lightgem@9,ExtraUtilities:color_lightgem,Colored Glowstone (Cyan Frequency),false
glowstone,1xtile.extrautils:color_lightgem@10,ExtraUtilities:color_lightgem,Colored Glowstone (Purple Frequency),false
glowstone,1xtile.extrautils:color_lightgem@11,ExtraUtilities:color_lightgem,Colored Glowstone (Blue Frequency),false
glowstone,1xtile.extrautils:color_lightgem@12,ExtraUtilities:color_lightgem,Colored Glowstone (Brown Frequency),false
glowstone,1xtile.extrautils:color_lightgem@13,ExtraUtilities:color_lightgem,Colored Glowstone (Green Frequency),false
glowstone,1xtile.extrautils:color_lightgem@14,ExtraUtilities:color_lightgem,Colored Glowstone (Red Frequency),false
glowstone,1xtile.extrautils:color_lightgem@15,ExtraUtilities:color_lightgem,Colored Glowstone (Black Frequency),false
glowstoneBlack,1xtile.extrautils:color_lightgem@0,ExtraUtilities:color_lightgem,Colored Glowstone (White Frequency),false
glowstoneBlue,1xtile.extrautils:color_lightgem@4,ExtraUtilities:color_lightgem,Colored Glowstone (Yellow Frequency),false
glowstoneBrown,1xtile.extrautils:color_lightgem@3,ExtraUtilities:color_lightgem,Colored Glowstone (Light Blue Frequency),false
glowstoneCyan,1xtile.extrautils:color_lightgem@6,ExtraUtilities:color_lightgem,Colored Glowstone (Pink Frequency),false
glowstoneGray,1xtile.extrautils:color_lightgem@8,ExtraUtilities:color_lightgem,Colored Glowstone (Light Gray Frequency),false
glowstoneGreen,1xtile.extrautils:color_lightgem@2,ExtraUtilities:color_lightgem,Colored Glowstone (Magenta Frequency),false
glowstoneLightBlue,1xtile.extrautils:color_lightgem@12,ExtraUtilities:color_lightgem,Colored Glowstone (Brown Frequency),false
glowstoneLightGray,1xtile.extrautils:color_lightgem@7,ExtraUtilities:color_lightgem,Colored Glowstone (Gray Frequency),false
glowstoneLime,1xtile.extrautils:color_lightgem@10,ExtraUtilities:color_lightgem,Colored Glowstone (Purple Frequency),false
glowstoneMagenta,1xtile.extrautils:color_lightgem@13,ExtraUtilities:color_lightgem,Colored Glowstone (Green Frequency),false
glowstoneOrange,1xtile.extrautils:color_lightgem@14,ExtraUtilities:color_lightgem,Colored Glowstone (Red Frequency),false
glowstonePink,1xtile.extrautils:color_lightgem@9,ExtraUtilities:color_lightgem,Colored Glowstone (Cyan Frequency),false
glowstonePurple,1xtile.extrautils:color_lightgem@5,ExtraUtilities:color_lightgem,Colored Glowstone (Lime Frequency),false
glowstoneRed,1xtile.extrautils:color_lightgem@1,ExtraUtilities:color_lightgem,Colored Glowstone (Orange Frequency),false
glowstoneWhite,1xtile.extrautils:color_lightgem@15,ExtraUtilities:color_lightgem,Colored Glowstone (Black Frequency),false
glowstoneYellow,1xtile.extrautils:color_lightgem@11,ExtraUtilities:color_lightgem,Colored Glowstone (Blue Frequency),false
grass,1xtile.grass@0,minecraft:grass,Grass Block,false
gravel,1xtile.gravel@0,minecraft:gravel,Gravel,false
greggy_greg_do_please_kindly_stuff_a_sock_in_it,64xitem.bootsCloth@0,minecraft:leather_boots,Leather Boots,false
hambone,1xtile.tconstruct.meatblock@0,TConstruct:MeatBlock,Hambone,false
hardenedClay,1xtile.clayHardened@32767,minecraft:hardened_clay,(wildcard),true
holystone,1xtile.chisel.holystone@0,chisel:holystone,Holystone,false
ice,1xtile.ice@0,minecraft:ice,Ice,false
ingotAluminium,1xitem.tconstruct.Materials@11,TConstruct:materials,Aluminum Ingot,false
ingotAluminiumBrass,1xitem.tconstruct.Materials@14,TConstruct:materials,Aluminum Brass Ingot,false
ingotAluminum,1xitem.tconstruct.Materials@11,TConstruct:materials,Aluminum Ingot,false
ingotAluminumBrass,1xitem.tconstruct.Materials@14,TConstruct:materials,Aluminum Brass Ingot,false
ingotAlumite,1xitem.tconstruct.Materials@15,TConstruct:materials,Alumite Ingot,false
ingotArdite,1xitem.tconstruct.Materials@4,TConstruct:materials,Ardite Ingot,false
ingotBlutonium,1xitem.ingot@3,BigReactors:BRIngot,Blutonium Ingot,false
ingotBrick,1xitem.brick@0,minecraft:brick,Brick,false
ingotBrickNether,1xitem.netherbrick@0,minecraft:netherbrick,Nether Brick,false
ingotBronze,1xitem.thermalfoundation.material@73,ThermalFoundation:material,Bronze Ingot,false
ingotBronze,1xitem.for.ingotBronze@0,Forestry:ingotBronze,Bronze Ingot,false
ingotBronze,1xitem.tconstruct.Materials@13,TConstruct:materials,Bronze Ingot,false
ingotBronze,1xitem.null@2,Mekanism:Ingot,Bronze Ingot,false
ingotCobalt,1xitem.tconstruct.Materials@3,TConstruct:materials,Cobalt Ingot,false
ingotConductiveIron,1xitem.itemAlloy@4,EnderIO:itemAlloy,Conductive Iron,false
ingotCopper,1xitem.thermalfoundation.material@64,ThermalFoundation:material,Copper Ingot,false
ingotCopper,1xitem.for.ingotCopper@0,Forestry:ingotCopper,Copper Ingot,false
ingotCopper,1xitem.railcraft.ingot@1,Railcraft:ingot,Copper Ingot,false
ingotCopper,1xitem.tconstruct.Materials@9,TConstruct:materials,Copper Ingot,false
ingotCopper,1xitem.null@5,Mekanism:Ingot,Copper Ingot,false
ingotCyanite,1xitem.ingot@1,BigReactors:BRIngot,Cyanite Ingot,false
ingotDarkSteel,1xitem.itemAlloy@6,EnderIO:itemAlloy,Dark Steel,false
ingotDrulloy,1xitem.metal.item.ingotDrulloy@0,ExtraTiC:drulloyIngot,Drulloy Ingot,false
ingotElectricalSteel,1xitem.itemAlloy@0,EnderIO:itemAlloy,Electrical Steel,false
ingotElectrum,1xitem.thermalfoundation.material@71,ThermalFoundation:material,Electrum Ingot,false
ingotElectrumFlux,1xitem.redstonearsenal.material@32,RedstoneArsenal:material,Fluxed Electrum Ingot,false
ingotElvenElementium,1xitem.manaResource@7,Botania:manaResource,Elementium Ingot,false
ingotEnderium,1xitem.thermalfoundation.material@76,ThermalFoundation:material,Enderium Ingot,false
ingotEnderiumBase,1xitem.itemPowderIngot@6,EnderIO:itemPowderIngot,Enderium Base,false
